"","MONYEAR.x","SIZE.x","BP","difference","diffFactor"
"5041",NA,NA,"32_2",NA,NA
"5042",NA,NA,"40_1",NA,NA
"5043",NA,NA,"7_1",NA,NA
"5044",NA,NA,"7_2",NA,NA
"5045",NA,NA,"7_3",NA,NA
"5046",NA,NA,"7_4",NA,NA
"5047",NA,NA,"7_5",NA,NA
"5048",NA,NA,"7_6",NA,NA
"5049",NA,NA,"7_7",NA,NA
"5050",NA,NA,"7_8",NA,NA
"5051",NA,NA,"32_11",NA,NA
"5052",NA,NA,"22_1",NA,NA
"5053",NA,NA,"22_3",NA,NA
"5054",NA,NA,"22_4",NA,NA
"5055",NA,NA,"22_5",NA,NA
"5056",NA,NA,"15_1",NA,NA
"5057",NA,NA,"40_2",NA,NA
"5058",NA,NA,"40_3",NA,NA
"5059",NA,NA,"32_4",NA,NA
"5060",NA,NA,"32_5",NA,NA
"5061",NA,NA,"32_6",NA,NA
"5062",NA,NA,"32_7",NA,NA
"5063",NA,NA,"32_8",NA,NA
"5064",NA,NA,"32_9",NA,NA
"5065",NA,NA,"32_10",NA,NA
"5066",NA,NA,"40_4",NA,NA
"5067",NA,NA,"22_2",NA,NA
"5068",NA,NA,"40_5",NA,NA
"5069",NA,NA,"40_6",NA,NA
"5070",NA,NA,"32_1",NA,NA
"5071",NA,NA,"32_3",NA,NA
"5072",NA,NA,"40_7",NA,NA
"5073",NA,NA,"40_8",NA,NA
"5074",NA,NA,"40_9",NA,NA
"5075",NA,NA,"32_2",NA,NA
"5076",NA,NA,"40_1",NA,NA
"5077",NA,NA,"7_1",NA,NA
"5078",NA,NA,"7_2",NA,NA
"5079",NA,NA,"7_3",NA,NA
"5080",NA,NA,"7_4",NA,NA
"5081",NA,NA,"7_5",NA,NA
"5082",NA,NA,"7_6",NA,NA
"5083",NA,NA,"7_7",NA,NA
"5084",NA,NA,"7_8",NA,NA
"5085",NA,NA,"32_11",NA,NA
"5086",NA,NA,"22_1",NA,NA
"5087",NA,NA,"22_3",NA,NA
"5088",NA,NA,"22_4",NA,NA
"5089",NA,NA,"22_5",NA,NA
"5090",NA,NA,"15_1",NA,NA
"5091",NA,NA,"40_2",NA,NA
"5092",NA,NA,"40_3",NA,NA
"5093",NA,NA,"32_4",NA,NA
"5094",NA,NA,"32_5",NA,NA
"5095",NA,NA,"32_6",NA,NA
"5096",NA,NA,"32_7",NA,NA
"5097",NA,NA,"32_8",NA,NA
"5098",NA,NA,"32_9",NA,NA
"5099",NA,NA,"32_10",NA,NA
"5100",NA,NA,"40_4",NA,NA
"5101",NA,NA,"22_2",NA,NA
"5102",NA,NA,"40_5",NA,NA
"5103",NA,NA,"40_6",NA,NA
"5104",NA,NA,"32_1",NA,NA
"5105",NA,NA,"32_3",NA,NA
"5106",NA,NA,"40_7",NA,NA
"5107",NA,NA,"40_8",NA,NA
"5108",NA,NA,"40_9",NA,NA
"5109",NA,NA,"32_2",NA,NA
"5110",NA,NA,"40_1",NA,NA
"5111",NA,NA,"7_1",NA,NA
"5112",NA,NA,"7_2",NA,NA
"5113",NA,NA,"7_3",NA,NA
"5114",NA,NA,"7_4",NA,NA
"5115",NA,NA,"7_5",NA,NA
"5116",NA,NA,"7_6",NA,NA
"5117",NA,NA,"7_7",NA,NA
"5118",NA,NA,"7_8",NA,NA
"5119",NA,NA,"32_11",NA,NA
"5120",NA,NA,"22_1",NA,NA
"5121",NA,NA,"22_3",NA,NA
"5122",NA,NA,"22_4",NA,NA
"5123",NA,NA,"22_5",NA,NA
"5124",NA,NA,"15_1",NA,NA
"5125",NA,NA,"40_2",NA,NA
"5126",NA,NA,"40_3",NA,NA
"5127",NA,NA,"32_4",NA,NA
"5128",NA,NA,"32_5",NA,NA
"5129",NA,NA,"32_6",NA,NA
"5130",NA,NA,"32_7",NA,NA
"5131",NA,NA,"32_8",NA,NA
"5132",NA,NA,"32_9",NA,NA
"5133",NA,NA,"32_10",NA,NA
"5134",NA,NA,"40_4",NA,NA
"5135",NA,NA,"22_2",NA,NA
"5136",NA,NA,"40_5",NA,NA
"5137",NA,NA,"40_6",NA,NA
"5138",NA,NA,"32_1",NA,NA
"5139",NA,NA,"32_3",NA,NA
"5140",NA,NA,"40_7",NA,NA
"5141",NA,NA,"40_8",NA,NA
"5142",NA,NA,"40_9",NA,NA
"5143",NA,NA,"32_2",NA,NA
"5144",NA,NA,"40_1",NA,NA
"5145",NA,NA,"7_1",NA,NA
"5146",NA,NA,"7_2",NA,NA
"5147",NA,NA,"7_3",NA,NA
"5148",NA,NA,"7_4",NA,NA
"5149",NA,NA,"7_5",NA,NA
"5150",NA,NA,"7_6",NA,NA
"5151",NA,NA,"7_7",NA,NA
"5152",NA,NA,"7_8",NA,NA
"5153",NA,NA,"32_11",NA,NA
"5154",NA,NA,"22_1",NA,NA
"5155",NA,NA,"22_3",NA,NA
"5156",NA,NA,"22_4",NA,NA
"5157",NA,NA,"22_5",NA,NA
"5158",NA,NA,"15_1",NA,NA
"5159",NA,NA,"40_2",NA,NA
"5160",NA,NA,"40_3",NA,NA
"5161",NA,NA,"32_3",NA,NA
"5162",NA,NA,"32_4",NA,NA
"5163",NA,NA,"32_5",NA,NA
"5164",NA,NA,"32_6",NA,NA
"5165",NA,NA,"32_7",NA,NA
"5166",NA,NA,"32_8",NA,NA
"5167",NA,NA,"32_9",NA,NA
"5168",NA,NA,"32_10",NA,NA
"5169",NA,NA,"40_4",NA,NA
"5170",NA,NA,"22_2",NA,NA
"5171",NA,NA,"40_5",NA,NA
"5172",NA,NA,"40_6",NA,NA
"5173",NA,NA,"40_9",NA,NA
"5174",NA,NA,"32_1",NA,NA
"5175",NA,NA,"40_7",NA,NA
"5176",NA,NA,"40_8",NA,NA
"5177",NA,NA,"32_2",NA,NA
"5178",NA,NA,"40_1",NA,NA
"5179",NA,NA,"7_1",NA,NA
"5180",NA,NA,"7_2",NA,NA
"5181",NA,NA,"7_3",NA,NA
"5182",NA,NA,"7_4",NA,NA
"5183",NA,NA,"7_5",NA,NA
"5184",NA,NA,"7_6",NA,NA
"5185",NA,NA,"7_7",NA,NA
"5186",NA,NA,"7_8",NA,NA
"5187",NA,NA,"32_11",NA,NA
"5188",NA,NA,"22_1",NA,NA
"5189",NA,NA,"22_3",NA,NA
"5190",NA,NA,"22_4",NA,NA
"5191",NA,NA,"22_5",NA,NA
"5192",NA,NA,"15_1",NA,NA
"5193",NA,NA,"40_2",NA,NA
"5194",NA,NA,"40_3",NA,NA
"5195",NA,NA,"32_3",NA,NA
"5196",NA,NA,"32_4",NA,NA
"5197",NA,NA,"32_5",NA,NA
"5198",NA,NA,"32_6",NA,NA
"5199",NA,NA,"32_7",NA,NA
"5200",NA,NA,"32_8",NA,NA
"5201",NA,NA,"32_9",NA,NA
"5202",NA,NA,"32_10",NA,NA
"5203",NA,NA,"22_2",NA,NA
"5204",NA,NA,"32_1",NA,NA
"5205",NA,NA,"40_4",NA,NA
"5206",NA,NA,"40_5",NA,NA
"5207",NA,NA,"40_6",NA,NA
"5208",NA,NA,"40_9",NA,NA
"5209",NA,NA,"40_7",NA,NA
"5210",NA,NA,"32_2",NA,NA
"5211",NA,NA,"40_8",NA,NA
"5212",NA,NA,"40_1",NA,NA
"5213",NA,NA,"7_1",NA,NA
"5214",NA,NA,"7_2",NA,NA
"5215",NA,NA,"7_3",NA,NA
"5216",NA,NA,"7_4",NA,NA
"5217",NA,NA,"7_5",NA,NA
"5218",NA,NA,"7_6",NA,NA
"5219",NA,NA,"7_7",NA,NA
"5220",NA,NA,"7_8",NA,NA
"5221",NA,NA,"32_11",NA,NA
"5222",NA,NA,"22_1",NA,NA
"5223",NA,NA,"22_3",NA,NA
"5224",NA,NA,"22_4",NA,NA
"5225",NA,NA,"22_5",NA,NA
"5226",NA,NA,"15_1",NA,NA
"5227",NA,NA,"40_2",NA,NA
"5228",NA,NA,"40_3",NA,NA
"5229",NA,NA,"32_3",NA,NA
"5230",NA,NA,"32_4",NA,NA
"5231",NA,NA,"32_5",NA,NA
"5232",NA,NA,"32_6",NA,NA
"5233",NA,NA,"32_7",NA,NA
"5234",NA,NA,"32_8",NA,NA
"5235",NA,NA,"32_9",NA,NA
"5236",NA,NA,"32_10",NA,NA
"5237",NA,NA,"22_2",NA,NA
"5238",NA,NA,"32_1",NA,NA
"5239",NA,NA,"40_4",NA,NA
"5240",NA,NA,"40_5",NA,NA
"5241",NA,NA,"40_6",NA,NA
"5242",NA,NA,"40_9",NA,NA
"5243",NA,NA,"40_7",NA,NA
"5244",NA,NA,"32_2",NA,NA
"5245",NA,NA,"40_8",NA,NA
"5246",NA,NA,"40_1",NA,NA
"5247",NA,NA,"22_1",NA,NA
"5248",NA,NA,"7_1",NA,NA
"5249",NA,NA,"7_2",NA,NA
"5250",NA,NA,"7_3",NA,NA
"5251",NA,NA,"7_4",NA,NA
"5252",NA,NA,"7_5",NA,NA
"5253",NA,NA,"7_6",NA,NA
"5254",NA,NA,"7_7",NA,NA
"5255",NA,NA,"7_8",NA,NA
"5256",NA,NA,"22_2",NA,NA
"5257",NA,NA,"22_4",NA,NA
"5258",NA,NA,"22_5",NA,NA
"5259",NA,NA,"15_1",NA,NA
"5260",NA,NA,"40_1",NA,NA
"5261",NA,NA,"40_3",NA,NA
"5262",NA,NA,"40_4",NA,NA
"5263",NA,NA,"32_4",NA,NA
"5264",NA,NA,"32_5",NA,NA
"5265",NA,NA,"32_6",NA,NA
"5266",NA,NA,"32_7",NA,NA
"5267",NA,NA,"32_8",NA,NA
"5268",NA,NA,"32_9",NA,NA
"5269",NA,NA,"32_10",NA,NA
"5270",NA,NA,"32_11",NA,NA
"5271",NA,NA,"22_3",NA,NA
"5272",NA,NA,"32_2",NA,NA
"5273",NA,NA,"40_5",NA,NA
"5274",NA,NA,"40_6",NA,NA
"5275",NA,NA,"32_1",NA,NA
"5276",NA,NA,"40_8",NA,NA
"5277",NA,NA,"32_3",NA,NA
"5278",NA,NA,"40_7",NA,NA
"5279",NA,NA,"40_9",NA,NA
"5280",NA,NA,"40_2",NA,NA
