PRES,BU,PLOT,BP,SIZE,SIZE(noCM),STEMS,MONDATE,MONYEAR,LASTBURN,LASTBURNYEAR,GROUPS,STEMS(original)
ABRP,12,2,12_2,I (35.1 - 40),I,0,43669,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,12,2,12_2,J (> 40),J,0,43669,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,B (2.6 - 5),B,0,36741,2000,36294,1999,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,C (5.1 - 10),C,0,36741,2000,36294,1999,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,D (10.1 - 15),D,0,36741,2000,36294,1999,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,E (15.1 - 20),E,0,36741,2000,36294,1999,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,F (20.1 - 25),F,0,36741,2000,36294,1999,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,G (25.1 - 30),G,0,36741,2000,36294,1999,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,H (30.1 - 35),H,0,36741,2000,36294,1999,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,I (35.1 - 40),I,1,36741,2000,36294,1999,H-I-J (30.1 - 40+),1
ABRP,13,1,13_1,J (> 40),J,0,36741,2000,36294,1999,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,B (2.6 - 5),B,0,37870,2003,37398,2002,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,C (5.1 - 10),C,0,37870,2003,37398,2002,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,D (10.1 - 15),D,0,37870,2003,37398,2002,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,E (15.1 - 20),E,0,37870,2003,37398,2002,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,F (20.1 - 25),F,0,37870,2003,37398,2002,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,G (25.1 - 30),G,0,37870,2003,37398,2002,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,H (30.1 - 35),H,0,37870,2003,37398,2002,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,I (35.1 - 40),I,1,37870,2003,37398,2002,H-I-J (30.1 - 40+),1
ABRP,13,1,13_1,J (> 40),J,0,37870,2003,37398,2002,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,B (2.6 - 5),B,0,38579,2005,38114,2004,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,C (5.1 - 10),C,0,38579,2005,38114,2004,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,D (10.1 - 15),D,0,38579,2005,38114,2004,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,E (15.1 - 20),E,0,38579,2005,38114,2004,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,F (20.1 - 25),F,0,38579,2005,38114,2004,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,G (25.1 - 30),G,0,38579,2005,38114,2004,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,H (30.1 - 35),H,0,38579,2005,38114,2004,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,I (35.1 - 40),I,0,38579,2005,38114,2004,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,J (> 40),J,1,38579,2005,38114,2004,H-I-J (30.1 - 40+),1
ABRP,13,1,13_1,B (2.6 - 5),B,0,40373,2010,39965,2009,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,C (5.1 - 10),C,0,40373,2010,39965,2009,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,D (10.1 - 15),D,0,40373,2010,39965,2009,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,E (15.1 - 20),E,0,40373,2010,39965,2009,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,F (20.1 - 25),F,0,40373,2010,39965,2009,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,G (25.1 - 30),G,0,40373,2010,39965,2009,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,H (30.1 - 35),H,0,40373,2010,39965,2009,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,I (35.1 - 40),I,0,40373,2010,39965,2009,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,J (> 40),J,1,40373,2010,39965,2009,H-I-J (30.1 - 40+),1
ABRP,13,1,13_1,B (2.6 - 5),B,0,42251,2015,2014,2014,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,C (5.1 - 10),C,0,42252,2015,2014,2014,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,D (10.1 - 15),D,0,42253,2015,2014,2014,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,E (15.1 - 20),E,0,42254,2015,2014,2014,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,F (20.1 - 25),F,0,42255,2015,2014,2014,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,G (25.1 - 30),G,0,42256,2015,2014,2014,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,H (30.1 - 35),H,0,42257,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,I (35.1 - 40),I,0,42258,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,J (> 40),J,0,42259,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,B (2.6 - 5),B,3,43671,2019,2018,2018,B-C-D (2.6 - 15),3
ABRP,13,1,13_1,C (5.1 - 10),C,0,43671,2019,2018,2018,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,D (10.1 - 15),D,0,43671,2019,2018,2018,B-C-D (2.6 - 15),0
ABRP,13,1,13_1,E (15.1 - 20),E,0,43671,2019,2018,2018,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,F (20.1 - 25),F,0,43671,2019,2018,2018,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,G (25.1 - 30),G,0,43671,2019,2018,2018,E-F-G (15.1 - 30),0
ABRP,13,1,13_1,H (30.1 - 35),H,0,43671,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,I (35.1 - 40),I,0,43671,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,13,1,13_1,J (> 40),J,0,43671,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,15,1,15_1,B (2.6 - 5),B,0,35653,1997,35188,1996,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,C (5.1 - 10),C,1,35653,1997,35188,1996,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,D (10.1 - 15),D,0,35653,1997,35188,1996,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,E (15.1 - 20),E,1,35653,1997,35188,1996,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,F (20.1 - 25),F,3,35653,1997,35188,1996,E-F-G (15.1 - 30),3
ABRP,15,1,15_1,G (25.1 - 30),G,1,35653,1997,35188,1996,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,H (30.1 - 35),H,3,35653,1997,35188,1996,H-I-J (30.1 - 40+),3
ABRP,15,1,15_1,I (35.1 - 40),I,5,35653,1997,35188,1996,H-I-J (30.1 - 40+),5
ABRP,15,1,15_1,J (> 40),J,1,35653,1997,35188,1996,H-I-J (30.1 - 40+),1
ABRP,15,1,15_1,B (2.6 - 5),B,1,36738,2000,36294,1999,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,C (5.1 - 10),C,0,36738,2000,36294,1999,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,D (10.1 - 15),D,1,36738,2000,36294,1999,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,E (15.1 - 20),E,2,36738,2000,36294,1999,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,F (20.1 - 25),F,3,36738,2000,36294,1999,E-F-G (15.1 - 30),3
ABRP,15,1,15_1,G (25.1 - 30),G,1,36738,2000,36294,1999,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,H (30.1 - 35),H,4,36738,2000,36294,1999,H-I-J (30.1 - 40+),4
ABRP,15,1,15_1,I (35.1 - 40),I,3,36738,2000,36294,1999,H-I-J (30.1 - 40+),3
ABRP,15,1,15_1,J (> 40),J,2,36738,2000,36294,1999,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,B (2.6 - 5),B,0,37862,2003,37398,2002,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,C (5.1 - 10),C,0,37862,2003,37398,2002,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,D (10.1 - 15),D,0,37862,2003,37398,2002,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,E (15.1 - 20),E,2,37862,2003,37398,2002,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,F (20.1 - 25),F,3,37862,2003,37398,2002,E-F-G (15.1 - 30),3
ABRP,15,1,15_1,G (25.1 - 30),G,0,37862,2003,37398,2002,E-F-G (15.1 - 30),0
ABRP,15,1,15_1,H (30.1 - 35),H,2,37862,2003,37398,2002,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,I (35.1 - 40),I,3,37862,2003,37398,2002,H-I-J (30.1 - 40+),3
ABRP,15,1,15_1,J (> 40),J,2,37862,2003,37398,2002,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,B (2.6 - 5),B,1,38591,2005,38114,2004,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,C (5.1 - 10),C,0,38591,2005,38114,2004,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,D (10.1 - 15),D,0,38591,2005,38114,2004,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,E (15.1 - 20),E,1,38591,2005,38114,2004,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,F (20.1 - 25),F,3,38591,2005,38114,2004,E-F-G (15.1 - 30),3
ABRP,15,1,15_1,G (25.1 - 30),G,1,38591,2005,38114,2004,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,H (30.1 - 35),H,2,38591,2005,38114,2004,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,I (35.1 - 40),I,3,38591,2005,38114,2004,H-I-J (30.1 - 40+),3
ABRP,15,1,15_1,J (> 40),J,3,38591,2005,38114,2004,H-I-J (30.1 - 40+),3
ABRP,15,1,15_1,B (2.6 - 5),B,0,39679,2008,2006,2006,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,C (5.1 - 10),C,0,39679,2008,2006,2006,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,D (10.1 - 15),D,1,39679,2008,2006,2006,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,E (15.1 - 20),E,1,39679,2008,2006,2006,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,F (20.1 - 25),F,2,39679,2008,2006,2006,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,G (25.1 - 30),G,1,39679,2008,2006,2006,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,H (30.1 - 35),H,3,39679,2008,2006,2006,H-I-J (30.1 - 40+),3
ABRP,15,1,15_1,I (35.1 - 40),I,2,39679,2008,2006,2006,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,J (> 40),J,4,39679,2008,2006,2006,H-I-J (30.1 - 40+),4
ABRP,15,1,15_1,B (2.6 - 5),B,1,40372,2010,39965,2009,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,C (5.1 - 10),C,0,40372,2010,39965,2009,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,D (10.1 - 15),D,1,40372,2010,39965,2009,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,E (15.1 - 20),E,1,40372,2010,39965,2009,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,F (20.1 - 25),F,2,40372,2010,39965,2009,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,G (25.1 - 30),G,2,40372,2010,39965,2009,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,H (30.1 - 35),H,2,40372,2010,39965,2009,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,I (35.1 - 40),I,2,40372,2010,39965,2009,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,J (> 40),J,4,40372,2010,39965,2009,H-I-J (30.1 - 40+),4
ABRP,15,1,15_1,B (2.6 - 5),B,1,42236,2015,2014,2014,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,C (5.1 - 10),C,1,42237,2015,2014,2014,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,D (10.1 - 15),D,0,42238,2015,2014,2014,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,E (15.1 - 20),E,2,42239,2015,2014,2014,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,F (20.1 - 25),F,1,42240,2015,2014,2014,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,G (25.1 - 30),G,2,42241,2015,2014,2014,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,H (30.1 - 35),H,3,42242,2015,2014,2014,H-I-J (30.1 - 40+),3
ABRP,15,1,15_1,I (35.1 - 40),I,2,42243,2015,2014,2014,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,J (> 40),J,5,42244,2015,2014,2014,H-I-J (30.1 - 40+),5
ABRP,15,1,15_1,B (2.6 - 5),B,2,43320,2018,2017,2017,B-C-D (2.6 - 15),2
ABRP,15,1,15_1,C (5.1 - 10),C,0,43320,2018,2017,2017,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,D (10.1 - 15),D,0,43320,2018,2017,2017,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,E (15.1 - 20),E,2,43320,2018,2017,2017,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,F (20.1 - 25),F,0,43320,2018,2017,2017,E-F-G (15.1 - 30),0
ABRP,15,1,15_1,G (25.1 - 30),G,2,43320,2018,2017,2017,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,H (30.1 - 35),H,2,43320,2018,2017,2017,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,I (35.1 - 40),I,2,43320,2018,2017,2017,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,J (> 40),J,2,43320,2018,2017,2017,H-I-J (30.1 - 40+),2
ABRP,15,1,15_1,B (2.6 - 5),B,0,44049,2020,2019,2019,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,C (5.1 - 10),C,1,44049,2020,2019,2019,B-C-D (2.6 - 15),1
ABRP,15,1,15_1,D (10.1 - 15),D,0,44049,2020,2019,2019,B-C-D (2.6 - 15),0
ABRP,15,1,15_1,E (15.1 - 20),E,1,44049,2020,2019,2019,E-F-G (15.1 - 30),1
ABRP,15,1,15_1,F (20.1 - 25),F,0,44049,2020,2019,2019,E-F-G (15.1 - 30),0
ABRP,15,1,15_1,G (25.1 - 30),G,2,44049,2020,2019,2019,E-F-G (15.1 - 30),2
ABRP,15,1,15_1,H (30.1 - 35),H,3,44049,2020,2019,2019,H-I-J (30.1 - 40+),3
ABRP,15,1,15_1,I (35.1 - 40),I,1,44049,2020,2019,2019,H-I-J (30.1 - 40+),1
ABRP,15,1,15_1,J (> 40),J,3,44049,2020,2019,2019,H-I-J (30.1 - 40+),3
ABRP,21,1,21_1,B (2.6 - 5),B,0,35285,1996,34460,1994,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,C (5.1 - 10),C,0,35285,1996,34460,1994,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,D (10.1 - 15),D,0,35285,1996,34460,1994,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,E (15.1 - 20),E,1,35285,1996,34460,1994,E-F-G (15.1 - 30),1
ABRP,21,1,21_1,F (20.1 - 25),F,0,35285,1996,34460,1994,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,G (25.1 - 30),G,0,35285,1996,34460,1994,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,H (30.1 - 35),H,1,35285,1996,34460,1994,H-I-J (30.1 - 40+),1
ABRP,21,1,21_1,I (35.1 - 40),I,0,35285,1996,34460,1994,H-I-J (30.1 - 40+),0
ABRP,21,1,21_1,J (> 40),J,0,35285,1996,34460,1994,H-I-J (30.1 - 40+),0
ABRP,21,2,21_2,B (2.6 - 5),B,0,35286,1996,34460,1994,B-C-D (2.6 - 15),0
ABRP,21,2,21_2,C (5.1 - 10),C,1,35286,1996,34460,1994,B-C-D (2.6 - 15),1
ABRP,21,2,21_2,D (10.1 - 15),D,1,35286,1996,34460,1994,B-C-D (2.6 - 15),1
ABRP,21,2,21_2,E (15.1 - 20),E,5,35286,1996,34460,1994,E-F-G (15.1 - 30),5
ABRP,21,2,21_2,F (20.1 - 25),F,2,35286,1996,34460,1994,E-F-G (15.1 - 30),2
ABRP,21,2,21_2,G (25.1 - 30),G,2,35286,1996,34460,1994,E-F-G (15.1 - 30),2
ABRP,21,2,21_2,H (30.1 - 35),H,3,35286,1996,34460,1994,H-I-J (30.1 - 40+),3
ABRP,21,2,21_2,I (35.1 - 40),I,0,35286,1996,34460,1994,H-I-J (30.1 - 40+),0
ABRP,21,2,21_2,J (> 40),J,0,35286,1996,34460,1994,H-I-J (30.1 - 40+),0
ABRP,21,3,21_3,B (2.6 - 5),B,0,35292,1996,34460,1994,B-C-D (2.6 - 15),0
ABRP,21,3,21_3,C (5.1 - 10),C,0,35292,1996,34460,1994,B-C-D (2.6 - 15),0
ABRP,21,3,21_3,D (10.1 - 15),D,0,35292,1996,34460,1994,B-C-D (2.6 - 15),0
ABRP,21,3,21_3,E (15.1 - 20),E,1,35292,1996,34460,1994,E-F-G (15.1 - 30),1
ABRP,21,3,21_3,F (20.1 - 25),F,1,35292,1996,34460,1994,E-F-G (15.1 - 30),1
ABRP,21,3,21_3,G (25.1 - 30),G,2,35292,1996,34460,1994,E-F-G (15.1 - 30),2
ABRP,21,3,21_3,H (30.1 - 35),H,1,35292,1996,34460,1994,H-I-J (30.1 - 40+),1
ABRP,21,3,21_3,I (35.1 - 40),I,0,35292,1996,34460,1994,H-I-J (30.1 - 40+),0
ABRP,21,3,21_3,J (> 40),J,0,35292,1996,34460,1994,H-I-J (30.1 - 40+),0
ABRP,21,1,21_1,B (2.6 - 5),B,0,36031,1998,35577,1997,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,C (5.1 - 10),C,0,36031,1998,35577,1997,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,D (10.1 - 15),D,0,36031,1998,35577,1997,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,E (15.1 - 20),E,0,36031,1998,35577,1997,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,F (20.1 - 25),F,1,36031,1998,35577,1997,E-F-G (15.1 - 30),1
ABRP,21,1,21_1,G (25.1 - 30),G,0,36031,1998,35577,1997,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,H (30.1 - 35),H,1,36031,1998,35577,1997,H-I-J (30.1 - 40+),1
ABRP,21,1,21_1,I (35.1 - 40),I,0,36031,1998,35577,1997,H-I-J (30.1 - 40+),0
ABRP,21,1,21_1,J (> 40),J,0,36031,1998,35577,1997,H-I-J (30.1 - 40+),0
ABRP,21,2,21_2,B (2.6 - 5),B,0,36031,1998,35577,1997,B-C-D (2.6 - 15),0
ABRP,21,2,21_2,C (5.1 - 10),C,1,36031,1998,35577,1997,B-C-D (2.6 - 15),1
ABRP,21,2,21_2,D (10.1 - 15),D,1,36031,1998,35577,1997,B-C-D (2.6 - 15),1
ABRP,21,2,21_2,E (15.1 - 20),E,4,36031,1998,35577,1997,E-F-G (15.1 - 30),4
ABRP,21,2,21_2,F (20.1 - 25),F,4,36031,1998,35577,1997,E-F-G (15.1 - 30),4
ABRP,21,2,21_2,G (25.1 - 30),G,2,36031,1998,35577,1997,E-F-G (15.1 - 30),2
ABRP,21,2,21_2,H (30.1 - 35),H,2,36031,1998,35577,1997,H-I-J (30.1 - 40+),2
ABRP,21,2,21_2,I (35.1 - 40),I,0,36031,1998,35577,1997,H-I-J (30.1 - 40+),0
ABRP,21,2,21_2,J (> 40),J,0,36031,1998,35577,1997,H-I-J (30.1 - 40+),0
ABRP,21,3,21_3,B (2.6 - 5),B,1,36032,1998,35577,1997,B-C-D (2.6 - 15),1
ABRP,21,3,21_3,C (5.1 - 10),C,0,36032,1998,35577,1997,B-C-D (2.6 - 15),0
ABRP,21,3,21_3,D (10.1 - 15),D,0,36032,1998,35577,1997,B-C-D (2.6 - 15),0
ABRP,21,3,21_3,E (15.1 - 20),E,1,36032,1998,35577,1997,E-F-G (15.1 - 30),1
ABRP,21,3,21_3,F (20.1 - 25),F,1,36032,1998,35577,1997,E-F-G (15.1 - 30),1
ABRP,21,3,21_3,G (25.1 - 30),G,2,36032,1998,35577,1997,E-F-G (15.1 - 30),2
ABRP,21,3,21_3,H (30.1 - 35),H,1,36032,1998,35577,1997,H-I-J (30.1 - 40+),1
ABRP,21,3,21_3,I (35.1 - 40),I,0,36032,1998,35577,1997,H-I-J (30.1 - 40+),0
ABRP,21,3,21_3,J (> 40),J,0,36032,1998,35577,1997,H-I-J (30.1 - 40+),0
ABRP,21,1,21_1,B (2.6 - 5),B,1,37105,2001,36655,2000,B-C-D (2.6 - 15),1
ABRP,21,1,21_1,C (5.1 - 10),C,0,37105,2001,36655,2000,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,D (10.1 - 15),D,0,37105,2001,36655,2000,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,E (15.1 - 20),E,0,37105,2001,36655,2000,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,F (20.1 - 25),F,1,37105,2001,36655,2000,E-F-G (15.1 - 30),1
ABRP,21,1,21_1,G (25.1 - 30),G,0,37105,2001,36655,2000,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,H (30.1 - 35),H,1,37105,2001,36655,2000,H-I-J (30.1 - 40+),1
ABRP,21,1,21_1,I (35.1 - 40),I,0,37105,2001,36655,2000,H-I-J (30.1 - 40+),0
ABRP,21,1,21_1,J (> 40),J,0,37105,2001,36655,2000,H-I-J (30.1 - 40+),0
ABRP,21,2,21_2,B (2.6 - 5),B,3,37106,2001,36655,2000,B-C-D (2.6 - 15),3
ABRP,21,2,21_2,C (5.1 - 10),C,1,37106,2001,36655,2000,B-C-D (2.6 - 15),1
ABRP,21,2,21_2,D (10.1 - 15),D,1,37106,2001,36655,2000,B-C-D (2.6 - 15),1
ABRP,21,2,21_2,E (15.1 - 20),E,4,37106,2001,36655,2000,E-F-G (15.1 - 30),4
ABRP,21,2,21_2,F (20.1 - 25),F,4,37106,2001,36655,2000,E-F-G (15.1 - 30),4
ABRP,21,2,21_2,G (25.1 - 30),G,1,37106,2001,36655,2000,E-F-G (15.1 - 30),1
ABRP,21,2,21_2,H (30.1 - 35),H,2,37106,2001,36655,2000,H-I-J (30.1 - 40+),2
ABRP,21,2,21_2,I (35.1 - 40),I,0,37106,2001,36655,2000,H-I-J (30.1 - 40+),0
ABRP,21,2,21_2,J (> 40),J,0,37106,2001,36655,2000,H-I-J (30.1 - 40+),0
ABRP,21,3,21_3,B (2.6 - 5),B,7,37106,2001,36655,2000,B-C-D (2.6 - 15),7
ABRP,21,3,21_3,C (5.1 - 10),C,1,37106,2001,36655,2000,B-C-D (2.6 - 15),1
ABRP,21,3,21_3,D (10.1 - 15),D,0,37106,2001,36655,2000,B-C-D (2.6 - 15),0
ABRP,21,3,21_3,E (15.1 - 20),E,0,37106,2001,36655,2000,E-F-G (15.1 - 30),0
ABRP,21,3,21_3,F (20.1 - 25),F,1,37106,2001,36655,2000,E-F-G (15.1 - 30),1
ABRP,21,3,21_3,G (25.1 - 30),G,3,37106,2001,36655,2000,E-F-G (15.1 - 30),3
ABRP,21,3,21_3,H (30.1 - 35),H,1,37106,2001,36655,2000,H-I-J (30.1 - 40+),1
ABRP,21,3,21_3,I (35.1 - 40),I,0,37106,2001,36655,2000,H-I-J (30.1 - 40+),0
ABRP,21,3,21_3,J (> 40),J,0,37106,2001,36655,2000,H-I-J (30.1 - 40+),0
ABRP,21,1,21_1,B (2.6 - 5),B,1,37853,2003,37399,2002,B-C-D (2.6 - 15),1
ABRP,21,1,21_1,C (5.1 - 10),C,0,37853,2003,37399,2002,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,D (10.1 - 15),D,0,37853,2003,37399,2002,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,E (15.1 - 20),E,0,37853,2003,37399,2002,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,F (20.1 - 25),F,1,37853,2003,37399,2002,E-F-G (15.1 - 30),1
ABRP,21,1,21_1,G (25.1 - 30),G,0,37853,2003,37399,2002,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,H (30.1 - 35),H,1,37853,2003,37399,2002,H-I-J (30.1 - 40+),1
ABRP,21,1,21_1,I (35.1 - 40),I,0,37853,2003,37399,2002,H-I-J (30.1 - 40+),0
ABRP,21,1,21_1,J (> 40),J,0,37853,2003,37399,2002,H-I-J (30.1 - 40+),0
ABRP,21,2,21_2,B (2.6 - 5),B,2,37853,2003,37399,2002,B-C-D (2.6 - 15),2
ABRP,21,2,21_2,C (5.1 - 10),C,2,37853,2003,37399,2002,B-C-D (2.6 - 15),2
ABRP,21,2,21_2,D (10.1 - 15),D,1,37853,2003,37399,2002,B-C-D (2.6 - 15),1
ABRP,21,2,21_2,E (15.1 - 20),E,4,37853,2003,37399,2002,E-F-G (15.1 - 30),4
ABRP,21,2,21_2,F (20.1 - 25),F,4,37853,2003,37399,2002,E-F-G (15.1 - 30),4
ABRP,21,2,21_2,G (25.1 - 30),G,1,37853,2003,37399,2002,E-F-G (15.1 - 30),1
ABRP,21,2,21_2,H (30.1 - 35),H,2,37853,2003,37399,2002,H-I-J (30.1 - 40+),2
ABRP,21,2,21_2,I (35.1 - 40),I,0,37853,2003,37399,2002,H-I-J (30.1 - 40+),0
ABRP,21,2,21_2,J (> 40),J,0,37853,2003,37399,2002,H-I-J (30.1 - 40+),0
ABRP,21,3,21_3,B (2.6 - 5),B,6,37869,2003,37399,2002,B-C-D (2.6 - 15),6
ABRP,21,3,21_3,C (5.1 - 10),C,1,37869,2003,37399,2002,B-C-D (2.6 - 15),1
ABRP,21,3,21_3,D (10.1 - 15),D,0,37869,2003,37399,2002,B-C-D (2.6 - 15),0
ABRP,21,3,21_3,E (15.1 - 20),E,0,37869,2003,37399,2002,E-F-G (15.1 - 30),0
ABRP,21,3,21_3,F (20.1 - 25),F,1,37869,2003,37399,2002,E-F-G (15.1 - 30),1
ABRP,21,3,21_3,G (25.1 - 30),G,3,37869,2003,37399,2002,E-F-G (15.1 - 30),3
ABRP,21,3,21_3,H (30.1 - 35),H,1,37869,2003,37399,2002,H-I-J (30.1 - 40+),1
ABRP,21,3,21_3,I (35.1 - 40),I,0,37869,2003,37399,2002,H-I-J (30.1 - 40+),0
ABRP,21,3,21_3,J (> 40),J,0,37869,2003,37399,2002,H-I-J (30.1 - 40+),0
ABRP,21,1,21_1,B (2.6 - 5),B,0,38589,2005,38091,2004,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,C (5.1 - 10),C,1,38589,2005,38091,2004,B-C-D (2.6 - 15),1
ABRP,21,1,21_1,D (10.1 - 15),D,0,38589,2005,38091,2004,B-C-D (2.6 - 15),0
ABRP,21,1,21_1,E (15.1 - 20),E,0,38589,2005,38091,2004,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,F (20.1 - 25),F,1,38589,2005,38091,2004,E-F-G (15.1 - 30),1
ABRP,21,1,21_1,G (25.1 - 30),G,0,38589,2005,38091,2004,E-F-G (15.1 - 30),0
ABRP,21,1,21_1,H (30.1 - 35),H,1,38589,2005,38091,2004,H-I-J (30.1 - 40+),1
ABRP,21,1,21_1,I (35.1 - 40),I,0,38589,2005,38091,2004,H-I-J (30.1 - 40+),0
